unit_id,unit,second_id,origin,owner_name,bnetza_id,latitude,longitude,city,countrycode,description,valid_from,valid_until,deftech,old_deftech,fuel,effective_startdate,max_power,techclass,unittype,operationmode,default_node_id,voltage_level,AnnualOaMcosts,AvgEff,CapSp,Capture_Rate,CH4,ContributionMinOnl,DeSO2,InvestCosts,LeadTime,LifeTime,MaxEff,MaxSpinResPri,MinDownTime,MinOperTime,MinPower,NonSpinningReserve,NOX,PartEff,Reliab,StartUpFuelConsHot,StartUpVarCosts,SyncTimeHot,VarOaMcosts,GSSHADOWCONTENT,GSSHADOWONLINE,GSCONTENTHYDRORES,GSCONTENTSTORAGE,GSELEC,GSHEAT,GSONLINE,GSOPTIME,GSSDTIME,FlexibleToWind,IsAlwaysRunning,OutTimeStartUpCosts,SpeReserveCapability,SpinningReserve,Vgonline,MaxRes_aFRR,MaxRes_FCR,CHP_CB,Ext_CV,LoadLoss,Sto_LoadEff,Sto_MaxCharging,Sto_MaxContent,Sto_MinCharging,Sto_MinContent,CHP_MaxHeat
6828,Farge Bremen,2024,UeNB,ENGIE Deutschland AG,BNA0147,53.20225516,8.517052748,Bremen,DE,BNA0147,25569,25569,COAL_ST_f2000,COAL22,COAL,25569,350.0,ST,ST,EL,,,42.6,0.46,111.5971,0.0,0,0.0,0,1400,2,35,0.448,0.1619048,4,4,120.0,0,0,0.408,0.97,2170.0,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.3,0.03,,,,,,,,,26.0
6832,Staudinger5 Großkrotzenburg,2042,UeNB,Uniper Kraftwerke GmbH,BNA0377,50.08805295,8.952219924,Großkrotzenburg,DE,BNA0377,33604,25569,COAL_ST_b1999,COAL99,COAL,33604,510.0,ST,ST,EL,,,42.6,0.403,157.9521,0.0,0,0.0,0,1400,2,35,0.413,0.1619048,4,4,139.995,0,0,0.373,0.96,3162.0,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.255,0.0255,,,,,,,,,300.0
6833,Zolling Block 5,2044,UeNB,ENGIE Deutschland AG,BNA1093,48.45499893,11.79899413,Zolling,DE,BNA1093,31413,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,31413,472.0,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.393,0.1619048,4,4,100.0168,0,0,0.353,0.95,2926.4,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.7712551,0.3,,,,,,,150.0
6834,GKHBlock1 Hannover,2056,UeNB,Stadtwerke Hannover AG,BNA0420,52.41261664,9.667109701,Hannover,DE,BNA0420,32509,25569,COAL_ST_BKP_b1983,COAL83_BKP,COAL,32509,136.0,ST_BKP,ST,CHP1,,,42.6,0.245,23.17413,0.0,0,0.0,0,1400,2,35,0.405,0.1619048,8,8,56.0048,0,0,0.365,0.95,843.2,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.165,0.0165,0.64,,,,,,,,212.5
6835,GKHBlock2 Hannover,2057,UeNB,Stadtwerke Hannover AG,BNA0421,52.41261664,9.667109701,Hannover,DE,BNA0421,32509,25569,COAL_ST_BKP_b1983,COAL83_BKP,COAL,32509,136.0,ST_BKP,ST,CHP1,,,42.6,0.245,23.17413,0.0,0,0.0,0,1400,2,35,0.405,0.1619048,8,8,56.0048,0,0,0.365,0.95,843.2,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.165,0.0165,0.64,,,,,,,,212.5
6839,KW HafenBlock 6 Bremen,2072,UeNB,swb Erzeugung GmbH & Co. KG,BNA0146,53.12505143,8.728690667,Bremen,DE,BNA0146,28856,25569,COAL_ST_EXC_b1983,COAL83_EXC,COAL,28856,300.0,ST_EXC,ST,CHP2,,,42.6,0.329,54.31643,0.0,0,0.0,0,1400,2,35,0.375,0.1619048,8,8,108.0,0,0,0.335,0.95,1860.0,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.165,0.0165,0.7089844,0.3,,,,,,,39.0
6840,KW HastedtBlock 15 Bremen,2074,UeNB,swb Erzeugung GmbH & Co. KG,BNA0144,53.0604439,8.864734993,Bremen,DE,BNA0144,32509,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,32509,119.0,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.405,0.1619048,4,4,51.0034,0,0,0.365,0.95,737.8,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.8229167,0.25,,,,,,,170.0
6841,HKW WestBlock 2 Frankfurt am Main,2084,UeNB,Mainova AG,BNA0289b,50.098294,8.653205,Frankfurt am Main,DE,BNA0289b,32509,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,32509,61.5,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.405,0.1619048,4,4,26.0022,0,0,0.365,0.95,381.3,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.8153527,0.3,,,,,,,105.0
6842,HKW WestBlock 3 Frankfurt am Main,2085,UeNB,Mainova AG,BNA0290,50.098294,8.653205,Frankfurt am Main,DE,BNA0290,32509,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,32509,61.5,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.405,0.1619048,4,4,26.0022,0,0,0.365,0.95,381.3,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.8153527,0.3,,,,,,,105.0
6843,HKW ErlangenK6 DT2,2160,UeNB,Erlanger Stadtwerke AG,BNA0261b,49.5878361,11.01206652,Erlangen,DE,BNA0261b,29221,25569,COAL_ST_BKP_b1983,COAL83_BKP,COAL,29221,17.4,ST_BKP,ST,CHP1,,,42.6,0.245,23.17413,0.0,0,0.0,0,1400,2,35,0.381,0.1619048,8,8,7.00002,0,0,0.341,0.95,107.88,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.165,0.0165,0.11,,,,,,,,159.4
6844,HKW-MitteBlock 1  Braunschweig,2247,UeNB,Braunschweiger Versorgungs-AG & Co. KG,BNA0138,52.28190718,10.53546889,Braunschweig,DE,BNA0138,30682,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,30682,43.3,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.39,0.1619048,4,4,19.00004,0,0,0.35,0.95,268.46,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.8041236,0.15,,,,,,,318.5
6845,Heizkraftwerk FLBlock 11 Flensburg,2248,UeNB,Stadtwerke Flensburg GmbH,BNA0270,54.80439976,9.418993401,Flensburg,DE,BNA0270,33604,25569,COAL_ST_BKP_b1983,COAL83_BKP,COAL,33604,31.0,ST_BKP,ST,CHP1,,,42.6,0.245,23.17413,0.0,0,0.0,0,1400,2,35,0.369,0.1619048,8,8,11.9988,0,0,0.329,0.95,192.2,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.165,0.0165,0.38,,,,,,,,72.0
6846,Heizkraftwerk FLBlock 10 Flensburg,2249,UeNB,Stadtwerke Flensburg GmbH,BNA0271,54.80439976,9.418993401,Flensburg,DE,BNA0271,32143,25569,COAL_ST_BKP_b1983,COAL83_BKP,COAL,32143,33.0,ST_BKP,ST,CHP1,,,42.6,0.245,23.17413,0.0,0,0.0,0,1400,2,35,0.378,0.1619048,8,8,12.0002,0,0,0.338,0.95,204.6,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.165,0.0165,0.4,,,,,,,,72.0
6847,Heizkraftwerk FLBlock 9 Flensburg,2250,UeNB,Stadtwerke Flensburg GmbH,BNA0272,54.80439976,9.418993401,Flensburg,DE,BNA0272,31048,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,31048,33.0,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.393,0.1619048,4,4,11.9988,0,0,0.353,0.95,204.6,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.8153527,0.15,,,,,,,72.0
6850,Heizkraftwerk Offenbach,2256,UeNB,Energieversorgung Offenbach AG,BNA0758,50.10843367,8.747088252,Offenbach,DE,BNA0758,32874,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,32874,54.0,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.407,0.1619048,4,4,22.9986,0,0,0.367,0.95,334.8,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.830544,0.25,,,,,,,160.0
6854,Steinbeis EnergieKohlekessel Glückstadt,2271,UeNB,Steinbeis Energie GmbH,BNA1330,53.79561771,9.43539156,Glückstadt,DE,BNA1330,40179,25569,COAL_ST_EXC_f2000,COAL22_EXC,COAL,40179,17.0,ST_EXC,ST,CHP2,,,47.5,0.42,630.7813,0.0,0,0.0,0,1400,2,35,0.387,0.1619048,4,4,4.9997,0,0,0.347,0.97,105.4,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.3,0.03,0.7930328,0.15,,,,,,,8.032552
6855,Werk Uelzen,2301,UeNB,Nordzucker AG – Werk Uelzen,BNA1500,52.97190776,10.56642912,Uelzen,DE,BNA1500,32874,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,32874,40.0,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.404,0.1619048,4,4,16.0,0,0,0.364,0.95,248.0,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.48,0.15,,,,,,,18.90012
6856,Heizkraftwerk HeilbronnHLB 7,4009,UeNB,EnBW Energie Baden-Württemberg AG,BNA0434,49.17733443,9.206318444,Heilbronn,DE,BNA0434,31048,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,31048,778.0,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.393,0.1619048,4,4,180.0292,0,0,0.353,0.95,4823.6,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.7784554,0.25,,,,,,,550.0
6857,Rheinhafen-DampfkraftwerkRDK 7 Karlsruhe,4014,UeNB,EnBW Energie Baden-Württemberg AG,BNA0518a,49.01250435,8.30277302,Karlsruhe,DE,BNA0518a,31048,25569,COAL_ST_EXC_f2000,COAL22_EXC,COAL,31048,517.0,ST_EXC,ST,CHP2,,,47.5,0.42,630.7813,0.0,0,0.0,0,1400,2,35,0.415,0.1619048,4,4,167.0035,0,0,0.38,0.97,3205.4,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.3,0.03,1.034884,0.15,,,,,,,220.0
6858,Rheinhafendampfkraftwerk Bl. 8RDK 8 Karlsruhe,4015,UeNB,EnBW Energie Baden-Württemberg AG,BNA0518b,49.013484,8.305264,Karlsruhe,DE,BNA0518b,41640,25569,COAL_ST_EXC_f2000,COAL22_EXC,COAL,41640,842.0,ST_EXC,ST,CHP2,,,47.5,0.42,630.7813,0.0,0,0.0,0,1400,2,35,0.46,0.1619048,4,4,190.0394,0,0,0.42,0.97,5220.4,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.3,0.03,1.068558,0.2,,,,,,,220.0
6859,GKM Block 7 Mannheim,645,BNetzA,Grosskraftwerk Mannheim AG,BNA0645,49.44569237,8.490450296,Mannheim,DE,BNA0645a/b,29952,25569,COAL_ST_EXC_b1983,COAL83_EXC,COAL,29952,425.0,ST_EXC,ST,CHP2,,,42.6,0.329,54.31643,0.0,0,0.0,0,1400,2,35,0.384,0.1619048,8,8,170.0,0,0,0.344,0.95,2635.0,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.165,0.0165,0.43,0.15,,,,,,,250.0
6861,GKM Block 8 Mannheim,6461,BNetzA,Grosskraftwerk Mannheim AG,BNA0646a,49.44569237,8.490450296,Mannheim,DE,BNA0646a/b/c/d,33970,25569,COAL_ST_EXC_b1999,COAL99_EXC,COAL,33970,435.0,ST_EXC,ST,CHP2,,,65.0,0.383,62.67542,0.0,0,0.0,0,1400,2,35,0.416,0.1619048,4,4,174.0,0,0,0.376,0.96,2697.0,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.255,0.0255,0.8736616,0.2,,,,,,,121.2
6862,GKMBlock 9 Mannheim,6462,BNetzA,Grosskraftwerk Mannheim AG,BNA0646b,,,Mannheim,DE,BNAP026,42005,25569,COAL_ST_EXC_f2000,COAL22_EXC,COAL,42005,843.0,ST_EXC,ST,CHP2,,,47.5,0.42,630.7813,0.0,0,0.0,0,1400,2,35,0.42,0.1619048,4,4,400.0035,0,0,0.38,0.97,5226.6,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.3,0.03,0.6,0.15,,,,,,,391.7769
6864,Heizkraftwerk Altbach/DeizisauALT HKW 2 (DT Solob,4041,UeNB,EnBW Energie Baden-Württemberg AG,BNA0019,48.7176154,9.374916464,Altbach,DE,BNA0019,35431,25569,COAL_ST_EXC_b1999,COAL99_EXC,COAL,35431,336.0,ST_EXC,ST,CHP2,,,65.0,0.383,62.67542,0.0,0,0.0,0,1400,2,35,0.428,0.1619048,4,4,69.99989,0,0,0.388,0.96,2083.2,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.255,0.0255,0.923077,0.2,,,,,,,280.0
6869,Heizkraftwerk Stuttgart-GaisburgGAI DT 14 neu,4056,UeNB,EnBW Energie Baden-Württemberg AG,BNA0934,48.81819098,9.201834054,Stuttgart,DE,BNA0934,39814,25569,COAL_ST_EXC_f2000,COAL22_EXC,COAL,39814,10.5,ST_EXC,ST,CHP2,,,47.5,0.42,630.7813,0.0,0,0.0,0,1400,2,35,0.31,0.1619048,4,4,6.0003,0,0,0.27,0.97,65.1,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.3,0.03,0.6,0.15,,,,,,,273.0
6870,Restmüll-Heizkraftwerk Stuttgart-MünsterMÜN DT12,4058,UeNB,EnBW Energie Baden-Württemberg AG,BNA0935,48.81819098,9.201834054,Stuttgart,DE,BNA0935,29952,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,29952,45.0,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.31,0.1619048,4,4,9.0,0,0,0.27,0.95,279.0,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.48,0.15,,,,,,,183.6986
6872,Restmüll-Heizkraftwerk Stuttgart-MünsterMÜN DT15,4133,UeNB,EnBW Energie Baden-Württemberg AG,BNA0936,48.81819098,9.201834054,Stuttgart,DE,BNA0936,30682,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,30682,45.0,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.31,0.1619048,4,4,9.0,0,0,0.27,0.95,279.0,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.48,0.15,,,,,,,183.6986
6873,Heizkraftwerk Magirusstraße Ulm,4140,UeNB,Fernwärme Ulm GmbH,BNA1405a,48.39391632,9.969041719,Ulm,DE,BNA1405a,28491,25569,COAL_ST_EXC_b1983,COAL83_EXC,COAL,28491,20.7,ST_EXC,ST,CHP2,,,42.6,0.329,54.31643,0.0,0,0.0,0,1400,2,35,0.329,0.1619048,8,8,9.00036,0,0,0.289,0.95,128.34,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.165,0.0165,0.43,0.15,,,,,,,9.780813
6874,Köhler Energie GmbH Oberkirch,4144,UeNB,Koehler SE,BNA1467,48.52299986,8.067729772,Oberkirch,DE,BNA1467,31413,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,31413,18.5,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.384,0.1619048,4,4,6.8006,0,0,0.344,0.95,114.7,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.7820774,0.15,,,,,,,8.741306
6877,BergkamenA,7027,UeNB,RWE GENERATION SE,BNA0067,51.6370289,7.618958627,Bergkamen,DE,BNA0067,29587,25569,COAL_ST_EXC_b1983,COAL83_EXC,COAL,29587,717.0,ST_EXC,ST,CHP2,,,42.6,0.329,54.31643,0.0,0,0.0,0,1400,2,35,0.381,0.1619048,8,8,280.0,0,0,0.341,0.95,4445.4,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.165,0.0165,0.43,0.15,,,,,,,20.0
6879,Kraftwerk I  Block 4  Marl,7089,UeNB,Evonik Degussa GmbH,BNA0660,51.68786566,7.115999099,Marl,DE,BNA0660,25934,25569,COAL_ST_EXC_b1983,COAL83_EXC,COAL,25934,55.25,ST_EXC,ST,CHP2,,,42.6,0.329,54.31643,0.0,0,0.0,0,1400,2,35,0.357,0.1619048,8,8,55.0,0,0,0.357,0.95,342.55,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.165,0.0165,0.43,0.15,,,,,,,199.0
6881,Kraftwerk I Block 5  Marl,7091,UeNB,Evonik Degussa GmbH,BNA0662a,51.68786566,7.115999099,Marl,DE,BNA0662a,30317,25569,COAL_ST_BKP_b1999,COAL99_BKP,COAL,30317,60.2,ST_BKP,ST,CHP1,,,42.6,0.29,58.68571,0.0,0,0.0,0,1400,2,35,0.393,0.1619048,8,8,26.00038,0,0,0.353,0.94,373.24,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.255,0.0255,0.47,,,,,,,,127.4066
6882,Datteln4,7101,UeNB,Uniper GmbH,BNAP029,51.62962468,7.331363972,Datteln,DE,BNAP029,43101,25569,COAL_ST_EXC_f2000,COAL22_EXC,COAL,43101,1055.0,ST_EXC,ST,CHP2,,,47.5,0.42,630.7813,0.0,0,0.0,0,1400,2,35,0.45,0.1619048,4,4,250.035,0,0,0.38,0.97,6541.0,5,2,2.5,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.3,0.03,0.6,0.15,,,,,,,380.0
6887,HeizkraftwerkHKV Völklingen-Fenne,7161,UeNB,STEAG Power Saar GmbH,BNA0999,49.248475,6.880063,Völklingen-Fenne,DE,BNA0999,32509,25569,COAL_ST_EXC_b1983,COAL83_EXC,COAL,32509,211.0,ST_EXC,ST,CHP2,,,42.6,0.329,54.31643,0.0,0,0.0,0,1400,2,35,0.384,0.1619048,8,8,91.0043,0,0,0.344,0.95,1308.2,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.165,0.0165,0.7395626,0.3,,,,,,,185.0
6888,ModellkraftwerkMKV Völklingen-Fenne,7162,UeNB,STEAG Power Saar GmbH,BNA0998,49.22003227,6.805302312,Völklingen-Fenne,DE,BNA0998,29952,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,29952,179.0,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.405,0.1619048,4,4,77.0058,0,0,0.365,0.95,1109.8,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.8153527,0.3,,,,,,,236.0
6891,KW HerneHerne 4,7236,UeNB,STEAG GmbH,BNA0450,51.55139053,7.188889255,Herne,DE,BNA0450,32509,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,32509,449.0,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.405,0.1619048,4,4,120.0177,0,0,0.365,0.95,2783.8,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.8229167,0.25,,,,,,,550.0
6894,IbbenbürenB,7251,UeNB,RWE GENERATION SE,BNA0493,52.28666712,7.746382527,Ibbenbüren,DE,BNA0493,31048,25569,COAL_ST_b1979,COAL83,COAL,31048,794.0,ST,ST,EL,,,42.6,0.349,250.5419,0.0,0,0.0,0,1400,2,35,0.384,0.1619048,4,4,190.0042,0,0,0.344,0.95,4922.8,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.12,0.012,,,,,,,,,375.1674
6897,KW LünenLünen 7,7350,UeNB,STEAG GmbH,BNA0619,51.61444105,7.481388001,Lünen,DE,BNA0619,25569,25569,COAL_ST_EXC_b1969,COAL69_EXC,COAL,25569,324.0,ST_EXC,ST,CHP2,,,42.6,0.303,19.75683,0.0,0,0.0,0,1400,2,35,0.324,0.1619048,8,8,55.0,0,0,0.284,0.94,2008.8,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.075,0.0075,0.4,0.15,,,,,,,153.091
6907,KW WalsumWalsum 9 Duisburg,7598,UeNB,STEAG GmbH,BNA0216a,51.5286276,6.711759686,Duisburg,DE,BNA0216a,32143,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,32143,370.0,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.402,0.1619048,4,4,148.0,0,0,0.362,0.95,2294.0,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.8041238,0.3,,,,,,,295.0
6914,HKW RömerbrückeKohleanlage Saarbrücken,7653,UeNB,Energie SaarLorLux AG,BNA0861b,49.23058998,7.041957952,Saarbrücken,DE,BNA0861b,32143,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,32143,50.0,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.363,0.1619048,4,4,10.0,0,0,0.323,0.95,310.0,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.48,0.15,,,,,,,235.0
6916,Trianel Kohlekraftwerk Lünen,7666,UeNB,Trianel Kohlekraftwerk Lünen GmbH & Co. KG,BNA1508,51.61444105,7.481388001,Lünen,DE,BNA1508,41275,25569,COAL_ST_EXC_f2000,COAL22_EXC,COAL,41275,735.0,ST_EXC,ST,CHP2,,,47.5,0.42,630.7813,0.0,0,0.0,0,1400,2,35,0.324,0.1619048,4,4,165.0152,0,0,0.284,0.97,4557.0,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.3,0.03,0.6,0.15,,,,,,,35.0
6917,Reno De MediciHD - Kraftwerk Arnsberg,7704,UeNB,Reno De Medici Arnsberg GmbH,BNA1331,51.3862049,8.052025815,Arnsberg,DE,BNA1331,25569,25569,COAL_ST_EXC_b1969,COAL69_EXC,COAL,25569,19.1,ST_EXC,ST,CHP2,,,42.6,0.303,19.75683,0.0,0,0.0,0,1400,2,35,0.37,0.1619048,8,8,7.64,0,0,0.33,0.94,118.42,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.075,0.0075,0.7326733,0.15,,,,,,,8.876557
6918,Heizkraftwerk der Sappi Stockstadt GmbHKonvention,7806,UeNB,Sappi Stockstadt GmbH,BNA0926b,49.97582748,9.051137777,Stockstadt,DE,BNA0926b,25569,25569,COAL_ST_EXC_b1969,COAL69_EXC,COAL,25569,24.79,ST_EXC,ST,CHP2,,,42.6,0.303,19.75683,0.0,0,0.0,0,1400,2,35,0.303,0.1619048,8,8,5.0,0,0,0.263,0.94,153.698,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.075,0.0075,0.4,0.15,,,,,,,11.52094
6919,HeizkraftwerkBlock B Industriepark Höchst,7904,UeNB,Infraserv GmbH & Co. Höchst KG,BNA0498,50.091284,8.530071,Industriepark Höchst,DE,BNA0498,32509,25569,COAL_ST_EXC_b1989,COAL89_EXC,COAL,32509,66.0,ST_EXC,ST,CHP2,,,65.0,0.363,68.80721,0.0,0,0.0,0,1400,2,35,0.363,0.1619048,4,4,27.9972,0,0,0.323,0.95,409.2,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.21,0.021,0.48,0.15,,,,,,,139.6816
6920,Industrie-Kraftwerk Rheinberg,7913,UeNB,Solvay Chemicals GmbH,BNA0834,51.55649422,6.609795335,Rheinberg,DE,BNA0834,27395,25569,COAL_ST_EXC_f2000,COAL22_EXC,COAL,27395,79.0,ST_EXC,ST,CHP2,,,47.5,0.42,630.7813,0.0,0,0.0,0,1400,2,35,0.35,0.1619048,4,4,34.0,0,0,0.31,0.97,489.8,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.3,0.03,0.6,0.15,,,,,,,36.71456
6921,HKW Karcherstr.20 Kaiserslautern,7932,UeNB,SWK - Stadtwerke Kaiserslautern,BNA0510b,49.43890458,7.769435647,Kaiserslautern,DE,BNA0510b,35065,25569,COAL_ST_EXC_b1999,COAL99_EXC,COAL,35065,13.4,ST_EXC,ST,CHP2,,,65.0,0.383,62.67542,0.0,0,0.0,0,1400,2,35,0.407,0.1619048,4,4,5.4002,0,0,0.367,0.96,83.08,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.255,0.0255,0.52,0.15,,,,,,,6.227532
6923,Kraftwerk IDampfwirtschaft (6 Einzelturbinen) Mar,7937,UeNB,Evonik Degussa GmbH,BNA0662b,,,Marl,DE,BNA0662b,25569,25569,COAL_ST_EXC_b1969,COAL69_EXC,COAL,25569,169.32,ST_EXC,ST,CHP2,,,42.6,0.303,19.75683,0.0,0,0.0,0,1400,2,35,0.33,0.1619048,8,8,39.996,0,0,0.29,0.94,1049.784,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.075,0.0075,0.4,0.15,,,,,,,262.0
6924,Kraftwerk L 57 Krefeld-Uerdingen,7982,UeNB,Currenta GmbH & Co. OHG,BNA0557a,51.368639,6.652857,Krefeld-Uerdingen,DE,BNA0557a,25569,25569,COAL_ST_EXC_b1969,COAL69_EXC,COAL,25569,26.0,ST_EXC,ST,CHP2,,,42.6,0.303,19.75683,0.0,0,0.0,0,1400,2,35,0.303,0.1619048,8,8,10.4,0,0,0.263,0.94,161.2,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.075,0.0075,0.4,0.15,,,,,,,55.0261
6927,KNG Kraftwerk RostockRostock,8121,UeNB,EnBW Energie Baden-Württemberg AG,BNA0849,54.141033,12.131374,Rostock,DE,BNA0849,34335,25569,COAL_ST_EXC_b1999,COAL99_EXC,COAL,34335,508.0,ST_EXC,ST,CHP2,,,65.0,0.383,62.67542,0.0,0,0.0,0,1400,2,35,0.419,0.1619048,4,4,206.0001,0,0,0.379,0.96,3149.6,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.255,0.0255,0.8776824,0.25,,,,,,,150.0
6928,Tiefstack Hamburg,8207,UeNB,Vattenfall Europe Wärme Aktiengesellschaft,BNA0402,53.526442,10.064222,Hamburg,DE,BNA0402,33970,25569,COAL_ST_BKP_b1999,COAL99_BKP,COAL,33970,194.0,ST_BKP,ST,CHP1,,,42.6,0.29,58.68571,0.0,0,0.0,0,1400,2,35,0.416,0.1619048,8,8,89.0072,0,0,0.376,0.94,1202.8,5,2,2.0,0,0,0,0,0,0,0,0,30,1,0,0,0,1,1,0.255,0.0255,0.2471338,,,,,,,,785.0
